"","BIOME","ISO_A3","carbon_potential","potential_value","CP"
"745",NA,"MSR",1130.98147058824,14,"crop"
"746",NA,"MWI",44689312.0639412,56,"crop"
"747",NA,"MYS",30471882.0245294,40,"crop"
"748",NA,"NAM",9956952.73111763,21,"crop"
"749",NA,"NER",57681244.0602353,15,"crop"
"750",NA,"NGA",563514227.735824,46,"crop"
"751",NA,"NIC",62319365.7197647,60,"crop"
"752",NA,"NLD",29146545.303,19,"crop"
"753",NA,"NPL",110109818.261294,98,"crop"
"754",NA,"NZL",76369915.991647,17,"crop"
"755",NA,"OMN",1228146.15052941,13,"crop"
"756",NA,"PAK",361993114.807588,30,"crop"
"757",NA,"PAN",33116772.1207059,64,"crop"
"758",NA,"PER",31991967.441,33,"crop"
"759",NA,"PHL",156884815.178824,74,"crop"
"760",NA,"PLW",263.475,99.5,"crop"
"761",NA,"PNG",5340668.92305882,84,"crop"
"762",NA,"POL",363139107.657706,25,"crop"
"763",NA,"PRI",6172963.95758823,60,"crop"
"764",NA,"PRK",78211300.6182353,40,"crop"
"765",NA,"PRT",172405611.622412,59,"crop"
"766",NA,"PRY",135754841.085,41,"crop"
"767",NA,"PSE",2990966.14129411,32,"crop"
"768",NA,"QAT",NA,NA,"crop"
"769",NA,"ROU",301990782.060706,33,"crop"
"770",NA,"RUS",3503336565.59876,29,"crop"
"771",NA,"RWA",2443670.37070588,58,"crop"
"772",NA,"SAU",20847749.4418235,13,"crop"
"773",NA,"SDN",222440245.501059,21,"crop"
"774",NA,"SEN",110853375.354882,59,"crop"
"775",NA,"SLB",51.795,19,"crop"
"776",NA,"SLE",9439.38,68,"crop"
"777",NA,"SLV",20334511.7449412,60,"crop"
"778",NA,"SMR",130653.168882352,36,"crop"
"779",NA,"SOL",14422720.0531765,21,"crop"
"780",NA,"SOM",11968715.1917647,16,"crop"
"781",NA,"SRB",109104248.747294,38,"crop"
"782",NA,"SSD",11812562.1921176,37,"crop"
"783",NA,"SUR",306221.643176471,32,"crop"
"784",NA,"SVK",55292588.5381765,33,"crop"
"785",NA,"SVN",20975299.4011765,53,"crop"
"786",NA,"SWE",62275415.9611765,29,"crop"
"787",NA,"SWZ",3013988.43811765,39,"crop"
"788",NA,"SYR",141934429.442647,35,"crop"
"789",NA,"TCD",85441273.9335882,45,"crop"
"790",NA,"TGO",12532153.0087059,40,"crop"
"791",NA,"THA",1106614886.39276,97,"crop"
"792",NA,"TJK",16078006.8238235,22,"crop"
"793",NA,"TKM",193341749.173941,81,"crop"
"794",NA,"TLS",4258272.51670588,81,"crop"
"795",NA,"TTO",93470.6311764706,24,"crop"
"796",NA,"TUN",245583407.645118,84,"crop"
"797",NA,"TUR",841662055.635529,39,"crop"
"798",NA,"TWN",21579032.8341176,79,"crop"
"799",NA,"TZA",233815762.956,45,"crop"
"800",NA,"UGA",5548718.62341177,34,"crop"
"801",NA,"UKR",805148247.372705,27,"crop"
"802",NA,"URY",231493414.636412,35,"crop"
"803",NA,"USA",1875847732.61965,18,"crop"
"804",NA,"UZB",257622612.641471,51,"crop"
"805",NA,"VAT",1030.62282352941,63,"crop"
"806",NA,"VCT",1555.85523529412,30,"crop"
"807",NA,"VEN",94213642.5467647,29,"crop"
"808",NA,"VGB",17551.7137058824,54,"crop"
"809",NA,"VIR",73023.9428823529,49,"crop"
"810",NA,"VNM",262022782.572529,61,"crop"
"811",NA,"YEM",20630160.8449412,16,"crop"
"812",NA,"ZAF",339522866.362059,45,"crop"
"813",NA,"ZMB",63538287.5945294,50,"crop"
"814",NA,"ZWE",190117814.596235,46,"crop"
